,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,encoded category
41327,1215,4,3,Suburb,1991,61394.09223448904,1
41328,1712,5,3,Rural,1970,262108.82109079743,0
41329,1437,5,2,Rural,2000,306141.2579474511,0
41330,2792,5,1,Rural,2018,380228.428837052,0
41331,2641,4,3,Rural,1991,273736.5533746087,0
41332,1310,3,1,Urban,1994,184114.66537006997,2
41333,2806,5,3,Rural,2012,358283.6359227817,0
41334,1382,2,3,Rural,1961,156282.77405080566,0
41335,1980,4,3,Urban,1958,287676.04961093346,2
41336,2294,5,1,Suburb,2007,198264.5653108724,1
41337,1120,5,2,Rural,1966,228959.87053968135,0
41338,1406,4,2,Rural,2017,149297.80528753652,0
41339,1244,3,2,Rural,1954,180804.4512608019,0
41340,1065,2,2,Suburb,1974,95875.78808038562,1
41341,1941,5,3,Suburb,2007,209132.9046359239,1
41342,1227,2,1,Suburb,1985,82083.61137731522,1
41343,1881,4,3,Suburb,2018,237603.42776973208,1
41344,1136,3,2,Rural,1992,128123.6920293898,0
41345,1193,4,2,Suburb,1961,160155.63691160004,1
41346,1705,3,3,Suburb,1977,158829.4852747505,1
41347,1657,5,3,Suburb,1993,235997.4012646652,1
41348,1656,5,2,Rural,1954,166187.56143425452,0
41349,2512,5,3,Urban,1977,325027.0496544842,2
41350,2607,3,2,Rural,1993,284110.6869335796,0
41351,2377,4,1,Urban,1991,311701.6350854536,2
41352,1929,5,1,Urban,1975,210325.0317015619,2
41353,2988,3,3,Urban,1995,260018.5610485137,2
41354,2727,5,1,Urban,1998,277894.0228203567,2
41355,1555,4,2,Suburb,1963,171357.6484792211,1
41356,2180,2,2,Suburb,1984,222632.878512157,1
41357,1957,2,1,Urban,1983,128847.5648919132,2
41358,2499,4,2,Suburb,1992,261054.51506880624,1
41359,2039,5,1,Rural,1989,143583.21663335944,0
41360,2101,5,3,Rural,2014,256466.16178983427,0
41361,1051,2,2,Suburb,2016,85698.11093332223,1
41362,1513,2,1,Rural,1993,151230.72004382953,0
41363,2527,2,3,Urban,2008,281622.7968176457,2
41364,1743,2,3,Urban,1950,227269.995132756,2
41365,2084,3,1,Suburb,2016,273072.19992973714,1
41366,2155,4,3,Urban,1983,207973.57980090444,2
41367,2405,5,3,Urban,1987,243437.4124958474,2
41368,2587,5,1,Suburb,1968,264784.49825439195,1
41369,2832,4,3,Suburb,1960,274807.2034908103,1
41370,1691,5,2,Urban,2019,201836.00728280237,2
41371,1542,5,2,Rural,1983,168060.4514323909,0
41372,1409,2,1,Suburb,1999,216229.3858653408,1
41373,1154,5,3,Suburb,1994,249179.55551654284,1
41374,1632,4,1,Suburb,1970,154501.01099857313,1
41375,1050,4,3,Suburb,2006,125832.93548695571,1
41376,2023,4,3,Rural,1977,230835.2164898284,0
41377,1993,5,1,Rural,1964,228644.2412568229,0
41378,2118,3,2,Suburb,1954,175949.12002682776,1
41379,2711,2,3,Suburb,1992,341527.1112367213,1
41380,2546,4,3,Urban,1953,274849.4035355958,2
41381,2927,3,2,Suburb,2004,423487.5671818904,1
41382,1523,5,2,Suburb,1997,183526.73539603737,1
41383,1354,2,3,Urban,1990,144554.9684600567,2
41384,2068,3,3,Rural,1984,273240.42774859734,0
41385,1801,5,3,Urban,2000,303295.45881150843,2
41386,2228,5,2,Suburb,2019,253266.3513863184,1
41387,2754,3,3,Rural,1962,324573.27029568533,0
41388,1839,3,3,Suburb,1983,165367.08288377605,1
41389,2454,4,3,Rural,1955,233977.6686507467,0
41390,1255,2,2,Urban,1988,118462.337956961,2
41391,1247,2,3,Urban,2011,165491.4000383937,2
41392,1532,4,2,Suburb,2018,261545.39704700524,1
41393,1040,2,1,Suburb,1954,38152.007058497664,1
41394,2482,2,3,Urban,1975,245568.20940823975,2
41395,1789,5,1,Suburb,1976,269262.8391416344,1
41396,2300,3,2,Rural,1997,326611.51613402937,0
41397,2947,4,3,Urban,2020,381917.13169374416,2
41398,1194,3,2,Urban,1969,141157.5803050589,2
41399,2094,2,2,Urban,2009,268347.05464672536,2
41400,2293,2,3,Urban,1985,201018.59560224443,2
41401,2358,4,3,Rural,1973,285478.3142035451,0
41402,2608,3,2,Urban,1979,216993.78085641944,2
41403,1307,5,1,Suburb,1995,149498.87103988975,1
41404,2450,3,3,Rural,2019,199752.81829339475,0
41405,2222,3,2,Rural,1984,346614.8834374615,0
41406,1075,4,3,Rural,2020,136036.33911183075,0
41407,1786,5,3,Suburb,2005,274353.15001010185,1
41408,1794,3,2,Suburb,2003,65360.74003019754,1
41409,2681,3,2,Suburb,1954,287470.7243727779,1
41410,2548,2,1,Urban,1980,298871.63726132235,2
41411,2898,2,3,Rural,1957,385857.3010440535,0
41412,2664,5,1,Suburb,1969,341329.57241670904,1
41413,1229,3,1,Rural,1960,154554.58225566105,0
41414,1084,3,1,Urban,1978,37908.562990207545,2
41415,2185,2,1,Rural,1977,217255.90996347487,0
41416,1396,5,1,Rural,1967,180701.9610459736,0
41417,2900,4,1,Urban,2005,309680.3763453305,2
41418,2394,2,1,Rural,1997,253319.6036513293,0
41419,2586,3,2,Suburb,1968,251703.9493167028,1
41420,1214,4,1,Suburb,1994,179620.21763363123,1
41421,2024,3,2,Suburb,2014,258504.3630778262,1
41422,1376,3,2,Rural,1985,223837.34005490865,0
41423,1411,3,2,Urban,2017,113130.53627176896,2
41424,2658,5,2,Urban,1965,341526.5770451917,2
41425,1799,4,2,Suburb,1973,147673.24566748465,1
41426,2223,3,3,Urban,1998,207353.3529411936,2
41427,2206,5,2,Suburb,1982,366989.6255373714,1
41428,1409,4,3,Rural,2016,132230.95433290623,0
41429,2421,2,3,Rural,1967,211847.6784653437,0
41430,1215,5,2,Rural,2005,174694.8015974077,0
41431,1751,4,2,Rural,1963,226354.86849455597,0
41432,1348,3,2,Urban,1998,120036.80687112156,2
41433,2603,3,3,Rural,2010,249790.344670464,0
41434,1830,5,3,Suburb,1957,169050.23315344765,1
41435,2617,2,1,Suburb,1959,293676.19016835967,1
41436,1653,5,2,Urban,1959,220278.5894464561,2
41437,2021,2,1,Suburb,1995,191142.07731024604,1
41438,2946,2,3,Suburb,2000,278923.03694029164,1
41439,2064,5,3,Urban,1963,258960.14183174036,2
41440,2774,5,3,Urban,2017,280515.36089380685,2
41441,1002,5,1,Urban,1979,129973.92353812288,2
41442,2117,4,1,Urban,1973,267411.53662314033,2
41443,2082,4,2,Urban,1951,293507.2683166977,2
41444,1739,5,1,Suburb,1967,191763.1639195166,1
41445,1406,4,2,Urban,1965,186280.16124495276,2
41446,1017,4,2,Rural,1959,137325.08725932252,0
41447,2517,2,1,Urban,1997,164261.96024594683,2
41448,1750,3,1,Urban,2017,132167.97560774267,2
41449,2895,3,2,Rural,2014,268855.8375061601,0
41450,2531,4,1,Rural,1978,312792.1179140788,0
41451,1585,2,2,Rural,2003,162186.0045221292,0
41452,1887,5,3,Rural,1954,170273.92695996346,0
41453,1331,2,3,Urban,1968,167872.02036496825,2
41454,2012,2,2,Rural,2000,105407.89319895404,0
41455,1168,3,3,Suburb,1971,152470.9453392342,1
41456,1775,5,1,Suburb,1957,264755.81752051506,1
41457,2695,3,2,Urban,1985,228417.91107620185,2
41458,1848,4,2,Rural,2012,260023.1707391579,0
41459,2704,3,3,Rural,1968,317611.4427372976,0
41460,1940,2,2,Suburb,1997,204379.46243888536,1
41461,1205,5,3,Rural,2008,70134.70068267327,0
41462,2892,5,2,Rural,1978,359203.720975496,0
41463,1520,5,1,Suburb,2008,213675.1355353404,1
41464,2528,3,3,Rural,1982,278874.1689910364,0
41465,2017,3,1,Suburb,2007,172573.41712883834,1
41466,2369,3,2,Urban,2010,221055.33369055323,2
41467,1303,4,3,Rural,1999,122214.32321428964,0
41468,1114,3,1,Urban,1987,159607.62515976574,2
41469,1663,4,2,Suburb,1995,218285.89706865195,1
41470,1086,3,3,Urban,1952,65337.556148087286,2
41471,2118,4,1,Suburb,1971,227272.22423935376,1
41472,1742,2,3,Urban,1966,304583.0740725309,2
41473,1427,2,2,Urban,2012,158241.83911191,2
41474,2721,5,1,Rural,1957,270819.3784266651,0
41475,1449,2,2,Suburb,2015,144814.02944633964,1
41476,2649,5,1,Rural,2018,169618.94793829208,0
41477,1785,4,2,Suburb,2019,179428.60315160794,1
41478,2999,5,2,Urban,1975,332031.85341928195,2
41479,2564,2,3,Urban,1980,318680.7877427227,2
41480,1714,4,3,Suburb,1999,90781.35920229238,1
41481,1001,5,1,Suburb,2009,192100.31013890356,1
41482,2101,4,1,Suburb,1978,231240.0794948572,1
41483,2347,4,2,Suburb,2006,227650.25241653985,1
41484,1742,2,3,Rural,1950,188059.53854679543,0
41485,2121,4,2,Suburb,1956,271133.2144059458,1
41486,2652,3,2,Suburb,1979,338280.94016323,1
41487,1109,2,1,Suburb,2000,115551.0428546123,1
41488,1678,5,2,Urban,1999,240268.8012676304,2
41489,2480,3,2,Rural,1954,298333.8280202229,0
41490,2511,2,3,Urban,2011,223945.96506824583,2
41491,2832,4,2,Suburb,1957,281930.0339248433,1
41492,2990,5,2,Rural,1979,326503.7373776097,0
41493,1370,4,2,Urban,1988,199156.71494996312,2
41494,2360,4,1,Rural,2005,227391.17329425015,0
41495,1889,5,3,Urban,1960,263743.5264805937,2
41496,1598,5,1,Suburb,1973,141907.7590077456,1
41497,2994,2,1,Suburb,2015,346630.7951156305,1
41498,2045,2,3,Suburb,2010,163789.6108542454,1
41499,1721,4,1,Rural,1990,264132.4477671725,0
41500,1304,2,2,Suburb,1986,76983.95041529325,1
41501,1923,3,1,Suburb,1989,233311.2358742033,1
41502,2295,5,1,Urban,1972,237773.92404039024,2
41503,2513,4,2,Suburb,1998,245152.93691738351,1
41504,1835,3,2,Rural,1951,248313.225994156,0
41505,1445,3,1,Rural,1971,190860.0773092931,0
41506,1931,5,1,Urban,2017,222061.88818207828,2
41507,1277,2,2,Suburb,1956,166223.4126161524,1
41508,2674,3,3,Urban,1983,381276.3377430592,2
41509,2876,4,2,Suburb,2003,222949.2050279918,1
41510,1376,3,3,Urban,1954,32136.178577021405,2
41511,1231,5,2,Urban,1979,134404.21911662907,2
41512,2768,2,2,Suburb,2013,277415.3397276393,1
41513,1591,2,3,Urban,1999,205882.07147283672,2
41514,1425,4,3,Suburb,1972,180421.6432266356,1
41515,2078,4,3,Urban,2014,242415.9685598357,2
41516,2992,4,1,Urban,2011,277111.5958952541,2
41517,2826,4,3,Rural,2007,324527.1112226559,0
41518,1440,4,2,Rural,1985,214944.55252277703,0
41519,1033,3,2,Rural,1991,140252.94911062674,0
41520,1328,3,2,Urban,2020,160892.72628562458,2
41521,1844,5,1,Suburb,1970,256795.39209434608,1
41522,1453,2,3,Urban,1967,160153.91328467245,2
41523,2411,3,3,Rural,2020,257857.72258269173,0
41524,1763,4,1,Urban,1989,241175.1127976541,2
41525,2453,5,3,Suburb,1993,283352.65895918733,1
41526,2499,4,2,Urban,2002,268297.5559299974,2
41527,2148,2,3,Urban,2000,301160.06953667384,2
41528,1522,4,1,Urban,1988,135037.91417516457,2
41529,1481,5,1,Suburb,2006,173490.42333735753,1
41530,1316,5,3,Suburb,1953,117690.93577751228,1
41531,1121,5,1,Rural,1969,121785.0281518088,0
41532,2570,2,3,Suburb,1954,299974.12437935657,1
41533,1580,3,3,Urban,1959,173743.58210094538,2
41534,2336,3,2,Suburb,1990,325329.7648281497,1
41535,1486,5,3,Rural,2007,122876.12921248612,0
41536,2674,3,3,Suburb,2019,300114.1814813347,1
41537,2035,2,2,Rural,1972,239891.42877180624,0
41538,1124,4,2,Suburb,2018,151028.92116031903,1
41539,2834,2,3,Urban,1972,372866.514199577,2
41540,1658,3,2,Urban,1996,235358.34570537903,2
41541,2100,2,1,Urban,1959,149540.34053117275,2
41542,1579,4,3,Suburb,1954,244999.9909678964,1
41543,1717,2,1,Urban,2003,210843.00123293893,2
41544,2259,3,3,Urban,1975,267688.57337500085,2
41545,2594,4,2,Suburb,2011,247917.76787423211,1
41546,1769,3,2,Rural,1978,182022.0589374989,0
41547,2277,4,2,Rural,1965,246214.1820772341,0
41548,1903,5,3,Urban,1970,192692.8065613046,2
41549,1405,4,1,Urban,1956,132183.45640291538,2
41550,2266,3,3,Rural,1999,252552.6660196834,0
41551,2484,5,1,Urban,1970,299688.7041478089,2
41552,1276,5,2,Rural,1985,260361.2883775924,0
41553,2492,3,1,Urban,1985,271553.0214672503,2
41554,2243,3,3,Urban,1962,361377.8382708186,2
41555,2248,2,3,Urban,2020,248965.32538411728,2
41556,1924,3,2,Suburb,1981,203957.45478076255,1
41557,2124,4,3,Rural,2003,235544.96314896195,0
41558,1853,5,1,Suburb,1987,147940.46459982242,1
41559,2657,2,1,Urban,1963,261478.5959842274,2
41560,2753,2,2,Rural,1960,290417.3367871643,0
41561,1506,2,2,Suburb,1981,210388.16980575747,1
41562,2610,5,1,Rural,2011,209246.47434191464,0
41563,2354,2,1,Urban,2014,299153.4674318888,2
41564,1236,5,3,Urban,1988,241691.5085521378,2
41565,1993,5,1,Urban,1973,206103.04443003543,2
41566,2362,2,3,Suburb,1990,176149.15314341424,1
41567,1751,5,3,Urban,1991,122126.51054417092,2
41568,1505,2,3,Urban,2018,81942.11854536484,2
41569,1164,3,3,Rural,2017,184214.4975398172,0
41570,1845,4,2,Urban,2017,224274.6642620398,2
41571,2692,3,3,Suburb,2014,302311.4086046599,1
41572,2746,4,3,Rural,2011,243721.06644400375,0
41573,2956,5,3,Urban,2007,372607.1717390352,2
41574,2812,5,3,Suburb,1972,282867.73806805274,1
41575,1727,2,1,Rural,1960,174990.06862866576,0
41576,2241,3,1,Urban,1955,293711.33632874454,2
41577,2768,3,1,Suburb,1996,312889.3732750751,1
41578,1375,5,3,Rural,1977,151464.6356271227,0
41579,2035,3,2,Urban,2015,196017.5194313146,2
41580,2455,4,2,Suburb,1973,286735.1147902843,1
41581,1082,5,3,Urban,2020,225605.3288963254,2
41582,1430,2,2,Rural,1991,217058.13325150535,0
41583,2648,2,1,Urban,1961,258054.4725941512,2
41584,1477,5,1,Suburb,1960,118479.44886489764,1
41585,1782,5,2,Urban,2003,299249.12337081286,2
41586,2730,2,2,Suburb,1999,333672.0816964743,1
41587,1368,4,3,Rural,1978,219083.90035083055,0
41588,2676,3,1,Urban,2009,306924.8380461112,2
41589,1954,5,2,Urban,2003,221734.5127951844,2
41590,2992,5,2,Suburb,1952,343272.90393436776,1
41591,2659,4,3,Rural,1973,293191.64442404103,0
41592,1140,2,1,Urban,2004,133979.5358233687,2
41593,1719,5,2,Suburb,1998,225746.63118025332,1
41594,2650,4,3,Suburb,2012,335722.0804708023,1
41595,2741,5,3,Suburb,1989,310048.4908823761,1
41596,2479,4,2,Urban,2010,249705.23503484955,2
41597,2525,4,3,Rural,1964,274818.1273626253,0
41598,2426,2,1,Rural,1953,254866.11303089725,0
41599,2976,3,1,Urban,1990,278433.2665196223,2
41600,2015,2,2,Rural,1957,179130.8112225635,0
41601,1287,4,1,Urban,1965,111559.91675923034,2
41602,1354,3,1,Suburb,2020,263734.1726403274,1
41603,1342,3,1,Suburb,1968,184269.23405643483,1
41604,1148,2,2,Urban,1966,143779.14562103586,2
41605,1209,2,1,Urban,1979,144165.75706122827,2
41606,2135,5,3,Suburb,1987,333191.4679830635,1
41607,1653,3,1,Suburb,1964,107188.44957515132,1
41608,1975,4,1,Suburb,1986,241155.28521808927,1
41609,1535,5,1,Rural,1973,205625.0284221556,0
41610,2072,5,2,Rural,1952,174647.89252325587,0
41611,2823,5,2,Urban,1951,377312.5614500739,2
41612,1330,5,3,Urban,1957,178155.63277730576,2
41613,1364,2,1,Urban,1993,134477.80233384526,2
41614,1010,3,1,Suburb,1963,65572.94681236689,1
41615,2211,5,1,Urban,1998,233814.58164681643,2
41616,1508,3,1,Suburb,1959,181651.5725918522,1
41617,1579,4,3,Urban,2016,216364.7602015038,2
41618,2468,3,3,Suburb,1965,244187.34889164168,1
41619,2113,2,1,Rural,1974,304197.2489580332,0
41620,1621,3,1,Suburb,1976,216334.22046256272,1
41621,1900,4,3,Suburb,2014,255320.11443359323,1
41622,2699,4,1,Rural,2010,319870.22023290035,0
41623,2471,5,1,Urban,2010,238909.1095374101,2
41624,1717,4,1,Rural,1991,78476.93189444368,0
41625,2055,5,2,Suburb,1968,246039.69669322867,1
41626,1326,2,1,Urban,1974,93482.1369552908,2
41627,1073,2,2,Urban,1962,143580.38340603962,2
41628,1250,2,1,Urban,1995,180900.4168896288,2
41629,1449,3,1,Suburb,1977,60123.267613582735,1
41630,1905,4,2,Urban,1960,221789.17627787247,2
41631,1354,4,2,Urban,2008,202668.85244485945,2
41632,1532,4,2,Rural,2014,271308.8691216733,0
41633,1295,5,2,Rural,2005,176843.69341407172,0
41634,1297,5,3,Urban,1958,210612.0180433596,2
41635,2351,2,2,Urban,2009,227199.42540132892,2
41636,1301,4,3,Rural,1995,284844.501890717,0
41637,1511,3,1,Rural,1971,131683.4951419392,0
41638,2361,3,1,Urban,1981,127768.66373471076,2
41639,1584,2,3,Suburb,1990,218843.5745335993,1
41640,1373,5,1,Suburb,1991,156503.7870013215,1
41641,2576,5,1,Rural,2002,373642.2265047949,0
41642,2117,5,3,Suburb,1976,184549.76444167527,1
41643,1131,2,1,Suburb,2008,96989.77070782972,1
41644,2634,2,2,Suburb,1962,296462.10371721647,1
41645,1909,4,2,Suburb,1992,257529.09286756447,1
41646,2933,4,2,Suburb,1960,343853.7297701068,1
41647,1052,4,3,Urban,1959,136076.15672198153,2
41648,2519,3,1,Urban,2000,289934.5053698824,2
41649,1228,3,2,Suburb,2002,81293.73135371284,1
41650,1639,4,3,Rural,1968,147825.35787825804,0
41651,2235,3,3,Suburb,2001,119082.9336296931,1
41652,1796,3,2,Rural,2010,217954.10278470564,0
41653,1790,5,1,Suburb,2012,167509.02867716725,1
41654,2527,5,1,Urban,2012,215898.41047514963,2
41655,1494,2,3,Urban,2017,40561.057290391065,2
41656,1852,5,3,Rural,2003,226390.41877739693,0
41657,1670,4,3,Rural,1999,130603.74299891813,0
41658,2887,5,2,Rural,2021,231082.856433461,0
41659,2256,3,1,Suburb,2020,211394.9317857008,1
41660,2094,3,2,Suburb,1983,259041.4642574818,1
41661,2740,4,1,Rural,2006,387959.9838325608,0
41662,1188,4,3,Rural,1982,148743.4290738759,0
41663,1662,5,1,Rural,2008,216148.81558252525,0
41664,1007,5,2,Urban,2014,161247.8099636203,2
41665,1331,5,3,Suburb,1990,187350.40273938008,1
41666,2635,2,1,Rural,1989,295556.4627046771,0
41667,2039,2,2,Urban,1952,242474.7973390808,2
41668,1665,4,3,Rural,1955,227452.2180515463,0
41669,1668,5,1,Urban,2017,121302.58015971685,2
41670,2116,3,1,Rural,1967,244708.599080034,0
41671,2285,2,2,Urban,1993,268180.3034237513,2
41672,2572,4,3,Urban,1963,280766.05788820365,2
41673,1160,2,1,Urban,1976,89312.54338410459,2
41674,1350,5,3,Suburb,1977,125385.67063042616,1
41675,2197,3,3,Suburb,1955,166453.59455222153,1
41676,1316,3,2,Urban,1986,64505.70083948507,2
41677,1936,4,3,Suburb,1984,293057.0640430008,1
41678,1017,2,3,Rural,1995,215542.21071897476,0
41679,1485,5,1,Suburb,1955,108700.1484662496,1
41680,1366,5,2,Rural,1979,183575.72917692625,0
41681,1350,3,3,Urban,2003,176433.20416678226,2
41682,1527,3,2,Rural,1971,201536.44429610844,0
41683,1871,5,3,Rural,1986,220033.3864943304,0
41684,2458,5,1,Rural,1963,344313.03612491634,0
41685,1932,2,1,Suburb,1991,221107.3669629726,1
41686,1269,4,2,Rural,1955,214064.7501083197,0
41687,1870,2,2,Rural,1951,220772.02994168585,0
41688,2091,2,3,Suburb,1998,193227.26555987625,1
41689,2053,5,3,Urban,1983,270659.8192820799,2
41690,1315,2,1,Rural,1966,42645.30911899802,0
41691,2844,2,1,Rural,2013,357102.2684841416,0
41692,1736,2,1,Suburb,1953,205888.99185369152,1
41693,1163,3,1,Urban,1992,121817.23479229056,2
41694,1925,4,3,Rural,1976,181121.29556124937,0
41695,1319,4,3,Urban,2014,183476.4775224453,2
41696,2037,3,3,Rural,1972,183457.08748758695,0
41697,1278,5,1,Urban,1972,107153.85704003397,2
41698,1431,5,3,Rural,1971,112326.27448673872,0
41699,1667,4,2,Suburb,2018,156259.65074434716,1
41700,1633,4,1,Suburb,2018,188420.85242539295,1
41701,2286,5,3,Suburb,1969,353561.4294783216,1
41702,2705,2,3,Suburb,1997,237190.7292339801,1
41703,1521,4,1,Urban,2008,358406.64288608736,2
41704,1963,2,3,Urban,1966,253088.2694637016,2
41705,2195,4,2,Urban,2006,217686.59097461385,2
41706,1357,3,2,Urban,2013,186941.8927507037,2
41707,2036,4,1,Suburb,1995,245510.24318525768,1
41708,1724,3,3,Rural,1987,154269.65913307256,0
41709,1672,2,2,Urban,1953,173676.26956436803,2
41710,1231,5,3,Rural,1981,216242.24514052336,0
41711,2499,2,2,Suburb,1998,271270.08725859475,1
41712,1470,2,2,Urban,1980,144737.72340774882,2
41713,2183,2,2,Urban,2015,246977.4754417804,2
41714,1638,3,1,Urban,1982,271610.8538227802,2
41715,1559,4,3,Rural,2020,140009.43188008247,0
41716,2284,5,1,Suburb,1970,273092.1825990898,1
41717,1572,2,2,Rural,1969,115886.8359768976,0
41718,2657,2,1,Suburb,1964,180647.8893858086,1
41719,1601,2,1,Rural,1973,203147.2327041638,0
41720,2382,3,3,Urban,1959,322801.0255183751,2
41721,1254,3,1,Urban,2021,236658.62753320875,2
41722,1601,3,3,Urban,2003,230314.50766657724,2
41723,2538,4,2,Urban,1971,277750.0470154398,2
41724,1279,4,1,Suburb,1980,94258.48219315513,1
41725,1116,2,2,Rural,1963,151656.4543017423,0
41726,1609,5,2,Suburb,1967,199014.09426488183,1
41727,2185,3,1,Rural,2010,224637.3627200717,0
41728,1851,4,2,Suburb,1956,222287.8919064056,1
41729,2910,4,1,Urban,1963,310002.6155531165,2
41730,1297,5,3,Urban,2001,234922.54655653145,2
41731,1915,3,2,Urban,1997,166307.46174051578,2
41732,2320,4,3,Rural,2020,323958.13996067294,0
41733,2617,5,2,Suburb,1971,262420.3993796079,1
41734,2381,5,3,Suburb,2015,366964.1809974822,1
41735,2683,3,2,Urban,1990,312597.3122350216,2
41736,1517,3,3,Urban,1968,291464.81034858286,2
41737,1377,3,2,Rural,1992,135486.43913143707,0
41738,2720,2,1,Suburb,2021,270711.96063138515,1
41739,1425,4,2,Rural,1986,191841.0777443686,0
41740,2787,5,2,Urban,1973,394465.0955070281,2
41741,1536,2,1,Rural,2008,280415.71007375955,0
41742,1552,3,3,Suburb,1979,164740.852753681,1
41743,1168,4,3,Rural,2009,175741.25807126283,0
41744,1514,4,2,Rural,2003,182604.2330261469,0
41745,2387,2,2,Rural,2013,194204.8303953919,0
41746,2706,5,1,Rural,1953,321450.80962221033,0
41747,1429,2,1,Rural,2010,158737.65366974412,0
41748,1568,4,1,Urban,2015,295526.65999517404,2
41749,1082,5,3,Suburb,1979,118136.14908775124,1
41750,1329,2,1,Urban,1980,187343.358156152,2
41751,1690,2,2,Urban,2005,239391.32028977343,2
41752,2156,3,1,Rural,1972,227838.627448816,0
41753,2621,4,1,Suburb,2006,294309.2662858392,1
41754,1456,3,2,Suburb,1996,169706.3410879896,1
41755,1352,3,3,Urban,1959,212024.4249537612,2
41756,2806,5,3,Urban,1984,345308.88509713655,2
41757,1343,5,1,Suburb,1994,119301.68626628976,1
41758,2117,4,1,Rural,1952,213021.40003405468,0
